,word,second_category,first_category,B2B_ind,cut_phrase1,rlist1,f_result,hit_words,cross_set,plist,source,cut_phrase,rlist,result,second_hit_words,second_cross_set,second_plist,source_2,result_ind,baike_words_list,baike_json_list,baike_first_result,baike_second_result,f_success_ind,success_ind,amb_success_ind
145,球墨铸铁,冶金矿产,工业制造,B2B,['球墨铸铁'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['球墨铸铁'],"['', '', '', 0, '交叉dict']",仪器仪表,,,0,交叉dict,B2B,[],"[{'description': '球墨铸铁是20世纪五十年代发展起来的一种高强度铸铁材料，其综合性能接近于钢，正是基于其优异的性能，已成功地用于铸造一些受力复杂，强度、韧性、耐磨性要求较高的零件。球墨铸铁已迅速发展为仅次于灰铸铁的、应用十分广泛的铸铁材料。所谓“以铁代钢”，主要指球墨铸铁。球墨铸铁是通过球化和孕育处理得到球状石墨，有效地提高了铸铁的机械性能，特别是提高了塑性和韧性，从而得到比碳钢还高的强度。...', '中文名': '球墨铸铁', '外文名': 'nodular cast iron / ductile iron (DI)', '作用': '提高了铸铁机械性能', '发展时间': '20世纪五十年代', '合金元素': 'C、Si、Mn、S、P等五大元素'}, {'description': '球墨铸铁是20世纪五十年代发展起来的一种高强度铸铁材料，其综合性能接近于钢，正是基于其优异的性能，已成功地用于铸造一些受力复杂，强度、韧性、耐磨性要求较高的零件。球墨铸铁已迅速发展为仅次于灰铸铁的、应用十分广泛的铸铁材料。所谓“以铁代钢”，主要指球墨铸铁。球墨铸铁是通过球化和孕育处理得到球状石墨，有效地提高了铸铁的机械性能，特别是提高了塑性和韧性，从而得到比碳钢还高的强度。...', '中文名': '球墨铸铁', '外文名': 'nodular cast iron / ductile iron (DI)', '作用': '提高了铸铁机械性能', '发展时间': '20世纪五十年代', '合金元素': 'C、Si、Mn、S、P等五大元素'}]",工业制造,仪器仪表,1,0,1
146,钢板切割,工业设备,工业制造,B2B,"['钢板', '切割']","['能源材料', ['钢板', '切割'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['钢板', '切割']","['能源材料', '能源材料']",0,唯一筛选,"['钢板', '切割']","['建材服务', ['钢板', '切割'], 0, 0, '唯一dict']",建材服务,"['钢板', '切割']",0,0,唯一dict,B2B,,,,,0,0,1
147,电伴热带,水暖电工,工业制造,B2B,['电伴热带'],"['工业制造', ['电伴热带'], 0, 0, 0, '唯一dict']",工业制造,['电伴热带'],0,0,唯一dict,['电伴热带'],"['仪器仪表', ['电伴热带'], 0, 0, '唯一dict']",仪器仪表,['电伴热带'],0,0,唯一dict,B2B,,,,,1,0,1
148,白刚玉,五金配件,工业制造,B2B,['白刚玉'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['白刚玉'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,"[['white aluminium oxide'], ['white aluminium oxide']]","[{'description': '定义：人造磨料的一种。三氧化二铝(Al2O3)含量在99%以上，并含有少量氧化铁、氧化硅等成分，呈白色。产品粒度按国际标准以及各国标准生产，可按用户要求粒度进行加工。通用粒度号为 F4~F220，其化学成份视粒度大小而不同。突出的特点是晶体尺寸小耐冲击，如果用自磨机 加工破碎，颗粒多为球状颗粒，表面干洁，易于结合剂结合。...', '中文名': '白刚玉', '外文名': 'white fused alumina', '别名': 'white aluminium oxide', '应用范围': '机械工程，磨料磨具，磨料', '型号': '段砂、号砂、F砂、WA砂', '材质': '氧化铝粉', '含量': '99%', '硬度': '莫氏10.0', '真密度': '>3.90g/cm3'}, {'description': '定义：人造磨料的一种。三氧化二铝(Al2O3)含量在99%以上，并含有少量氧化铁、氧化硅等成分，呈白色。产品粒度按国际标准以及各国标准生产，可按用户要求粒度进行加工。通用粒度号为 F4~F220，其化学成份视粒度大小而不同。突出的特点是晶体尺寸小耐冲击，如果用自磨机 加工破碎，颗粒多为球状颗粒，表面干洁，易于结合剂结合。...', '中文名': '白刚玉', '外文名': 'white fused alumina', '别名': 'white aluminium oxide', '应用范围': '机械工程，磨料磨具，磨料', '型号': '段砂、号砂、F砂、WA砂', '材质': '氧化铝粉', '含量': '99%', '硬度': '莫氏10.0', '真密度': '>3.90g/cm3'}]",能源材料,建材服务,0,0,1
149,安全柜,工业设备,工业制造,B2B,['安全柜'],"['工业制造', ['安全柜'], 0, 0, 0, '唯一dict']",工业制造,['安全柜'],0,0,唯一dict,['安全柜'],"['仪器仪表', ['安全柜'], 0, 0, '唯一dict']",仪器仪表,['安全柜'],0,0,唯一dict,B2B,,,,,1,0,1
150,石油压裂支撑剂,冶金矿产,工业制造,B2B,"['石油', '压裂', '支撑剂']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['石油', '压裂', '支撑剂']","['', '', '', 0, '交叉dict']",化工能源,,,0,交叉dict,B2B,"[['页岩油气深井水力压裂施工开采'], ['水力压裂']]","[{'description': '石油支撑剂又叫石油压裂支撑剂。在石油天然气深井开采时，高闭合压力低渗透性矿床经压裂处理后，使含油气岩层裂开，油气从裂缝形成的通道中汇集而出，此时需要流体注入岩石基层，以超过地层破裂强度的压力，使井筒周围岩层产生裂缝，形成一个具有高层流能力的通道，为保持压裂后形成的裂缝开启，油气产物能顺畅通过。...', '中文名': '陶粒支撑剂', '外文名': 'Ceramic proppant', '又叫': '石油压裂支撑剂', '用途': '页岩油气深井水力压裂施工开采'}, {'description': '石油是指气态、液态和固态的烃类混合物，具有天然的产状。石油又分为原油、天然气、天然气液及天然焦油等形式，但习惯上仍将“石油”作为“原油”的定义用。石油是一种粘稠的、深褐色液体，被称为“工业的血液”。地壳上层部分地区有石油储存。主要成分是各种烷烃、环烷烃、芳香烃的混合物。是地质勘探的主要对象之一。石油的成油机理有生物沉积变油和石化油两种学说，前者较广为接受，认为石油是古代海洋或湖泊中的生物经过漫长的演化形成，属于生物沉积变油，不可再生；后者认为石油是由地壳内本身的碳生成，与生物无关，可再生。石油主要被用来作为燃油和汽油，也是许多化学工业产品，如溶液、化肥、杀虫剂和塑料等的原料。古埃及、古巴比伦人在很早以前已开采利用石油。“石油”这个中文名称是由北宋科学家沈括第一次命名的。...', '中文名': '石油', '外文名': 'petroleum, oil', '主要成分': '烷烃、环烷烃、芳香烃的混合物', '接上文': '油质的主要成分', '颜色': '有甚红 金黄 墨绿 黑褐红 至透明', '单位': '1桶=42加仑', '成分': '油质、胶质、沥青质、碳质'}, {'description': '在石油领域，压裂是指采油或采气过程中，利用水力作用，使油气层形成裂缝的一种方法，又称水力压裂。压裂是人为地使地层产生裂缝，改善油在地下的流动环境，使油井产量增加，对改善油井井底流动条件、减缓层间和改善油层动用状况可起到重要的作用。在塑料领域，压裂是层合塑料的一种缺陷。通常是指以纸、布或其他材料为基材的层合塑料，因成型压力过大而引起的基材破坏的现象。透过表层树脂可观察到有明显裂纹。...', '中文名': '压裂', '外文名': 'Fracturing', '类型': '石油或塑料领域术语', '释义': '油气开采技术/塑料的缺陷', '压裂工艺': '分层、选择、控缝高、测试压裂', '设计参数': '油气井、油气层。压裂参数'}, {'description': '支撑剂是指具有一定粒度和级配的天然砂或人造高强陶瓷颗粒。陶粒支撑剂(ceramic proppant)以铝矾土为原料，通过粉末制粒，烧结而成，具有耐高温、耐高压、耐腐蚀、高强度、高导流能力、低密度、低破碎率等特点，使用最为广泛。在砂粒或陶粒表面涂覆树脂，能够进一步提高支撑剂的强度和导流性能。支撑剂是压裂施工的关键材料。...', '中文名': '支撑剂', '外文名': 'ceramic proppant', '学科': '石油工程', '类型': '硬脆性陶粒、韧性支撑剂', '支撑剂': '是压裂施工的关键材料。', '结构性能': '人造高强陶瓷颗粒'}]",能源材料,化工能源,0,0,1
151,草坪,建材服务,能源材料,B2B,['草坪'],"['能源材料', ['草坪'], 0, 0, 0, '唯一dict']",能源材料,['草坪'],0,0,唯一dict,['草坪'],"['建材服务', ['草坪'], 0, 0, '唯一dict']",建材服务,['草坪'],0,0,唯一dict,B2B,,,,,1,1,1
152,树脂瓦,建材服务,能源材料,B2B,"['树脂', '瓦']","['能源材料', ['树脂'], 0, 0, 0, '唯一dict']",能源材料,['树脂'],0,0,唯一dict,"['树脂', '瓦']","['建材服务', ['树脂'], 0, 0, '唯一dict']",建材服务,['树脂'],0,0,唯一dict,B2B,,,,,1,1,1
153,彩钢瓦,建材服务,能源材料,B2B,['彩钢瓦'],"['能源材料', ['彩钢瓦'], 0, 0, 0, '唯一dict']",能源材料,['彩钢瓦'],0,0,唯一dict,['彩钢瓦'],"['建材服务', ['彩钢瓦'], 0, 0, '唯一dict']",建材服务,['彩钢瓦'],0,0,唯一dict,B2B,,,,,1,1,1
154,气柱袋,橡塑涂料,能源材料,B2B,['气柱袋'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['气柱袋'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,"[['充气袋', '气泡柱袋', '缓冲气柱袋'], ['充气袋', '气泡柱袋', '缓冲气柱袋']]","[{'description': '气柱袋又称缓冲气柱袋、充气袋、气泡柱袋、柱状充气袋，是21世纪使用自然空气填充的新式包装材料。...', '中文名': '气柱袋', '外文名': 'Air column bag  air cushion', '别名': '缓冲气柱袋、充气袋、气泡柱袋', '作用': '包装'}, {'description': '气柱袋又称缓冲气柱袋、充气袋、气泡柱袋、柱状充气袋，是21世纪使用自然空气填充的新式包装材料。...', '中文名': '气柱袋', '外文名': 'Air column bag  air cushion', '别名': '缓冲气柱袋、充气袋、气泡柱袋', '作用': '包装'}]",能源材料,建材服务,1,0,1
155,过滤器,工业设备,工业制造,B2B,['过滤器'],"['工业制造', ['过滤器'], 0, 0, 0, '唯一dict']",工业制造,['过滤器'],0,0,唯一dict,['过滤器'],"['仪器仪表', ['过滤器'], ['仪器仪表', '五金配件'], [0.0006566315789473683, 0.00032431578947368417], '交叉dict']",仪器仪表,['过滤器'],"['仪器仪表', '五金配件']","[0.0006566315789473683, 0.00032431578947368417]",交叉dict,B2B,,,,,1,0,1
156,灌装设备,工业设备,工业制造,B2B,"['灌装', '设备']","['工业制造', ['设备'], ['工业制造', '能源材料'], [0.0014461052631578946, 8.947368421052631e-07], '交叉概率']",工业制造,['设备'],"['工业制造', '能源材料']","[0.0014461052631578946, 8.947368421052631e-07]",交叉概率,"['灌装', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,B2B,,,,,1,0,1
157,净水设备,工业设备,工业制造,B2B,"['净水', '设备']","['能源材料', ['净水'], 0, 0, 0, '唯一dict']",能源材料,['净水'],0,0,唯一dict,"['净水', '设备']","['仪器仪表', ['净水', '设备'], 0, 0, '唯一dict']",仪器仪表,"['净水', '设备']",0,0,唯一dict,B2B,,,,,0,0,1
158,道路热熔划线,建材服务,能源材料,B2B,"['道', '路', '热熔', '划线']","['能源材料', ['热熔', '划线'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['热熔', '划线']","['能源材料', '能源材料']",0,唯一筛选,"['道', '路', '热熔', '划线']","['建材服务', ['热熔', '划线'], 0, 0, '唯一dict']",建材服务,"['热熔', '划线']",0,0,唯一dict,B2B,,,,,1,1,1
159,打米机,工业设备,工业制造,B2B,['打米机'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['打米机'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,[],"[{'description': '打米机是一种把谷放进去就自然出米的机器。在农村有很多家庭都是通过打米机打的米。打米机打出米的同时还有糠在另一侧出来，糠就是被打碎的谷壳。糠可以用来喂鸡、家猪。...'}, {'description': '打米机是一种把谷放进去就自然出米的机器。在农村有很多家庭都是通过打米机打的米。打米机打出米的同时还有糠在另一侧出来，糠就是被打碎的谷壳。糠可以用来喂鸡、家猪。...'}]",能源材料,建材服务,0,0,1
160,变压器油,工业设备,工业制造,B2B,"['变压器', '油']","['工业制造', ['变压器'], 0, 0, 0, '唯一dict']",工业制造,['变压器'],0,0,唯一dict,"['变压', '器油']","['仪器仪表', ['变压', '器油'], 0, 0, '唯一dict']",仪器仪表,"['变压', '器油']",0,0,唯一dict,B2B,,,,,1,0,1
161,真空包装机,工业设备,工业制造,B2B,"['真空包装', '机']","['生活服务', ['包装'], 0, 0, '人工规则']",工业制造,['包装'],0,0,人工规则,"['真空包装', '机']","['冶金矿产', ['真空包装'], 0, 0, '唯一dict']",冶金矿产,['真空包装'],0,0,唯一dict,B2B,,,,,1,0,1
162,防冻液,化工能源,能源材料,B2B,['防冻液'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['防冻液'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,[],"[{'description': '防冻液的全称应该叫防冻冷却液，意为有防冻功能的冷却液。防冻液可以防止在寒冷冬季停车时冷却液结冰而胀裂散热器和冻坏发动机气缸体或盖。许多人认为防冻液只是冬天才使用，但其实防冻液全年都要使用。...', '中文名': '防冻液', '外文名': 'antifreeze', '全称': '防冻冷却液', '简介': '意为有防冻功能的冷却液', '词性': '名词', '更换周期': '一般两年'}, {'description': '防冻液的全称应该叫防冻冷却液，意为有防冻功能的冷却液。防冻液可以防止在寒冷冬季停车时冷却液结冰而胀裂散热器和冻坏发动机气缸体或盖。许多人认为防冻液只是冬天才使用，但其实防冻液全年都要使用。...', '中文名': '防冻液', '外文名': 'antifreeze', '全称': '防冻冷却液', '简介': '意为有防冻功能的冷却液', '词性': '名词', '更换周期': '一般两年'}]",能源材料,建材服务,1,0,1
163,"方通吊顶,铝扣板吊顶,格栅吊顶",建材服务,能源材料,B2B,"['方通', '吊顶', ',', '铝扣板', '吊顶', ',', '格栅', '吊顶']","['能源材料', ['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶'], 0, 0, '唯一筛选']",能源材料,"['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶']",0,0,唯一筛选,"['方通', '吊顶', ',', '铝扣板', '吊顶', ',', '格栅', '吊顶']","['建材服务', ['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶'], 0, 0, '唯一dict']",建材服务,"['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶']",0,0,唯一dict,B2B,,,,,1,1,1
164,波形护栏,建材服务,能源材料,B2B,"['波形', '护栏']","['能源材料', ['护栏'], 0, 0, 0, '唯一dict']",能源材料,['护栏'],0,0,唯一dict,"['波形', '护栏']","['建材服务', ['波形', '护栏'], 0, 0, '唯一dict']",建材服务,"['波形', '护栏']",0,0,唯一dict,B2B,,,,,1,1,1
165,光轴,冶金矿产,工业制造,B2B,['光轴'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['光轴'],"['', '', '', 0, '交叉dict']",电子元器件,,,0,交叉dict,B2B,[],"[{'description': '光轴，是一种诞生于传统机械键盘上的创新型微动开关技术，通过替换传统机械轴开关结构内的触发金属拨片为红外线光学感应组件，利用光感应原理，产生不同等值的电阻，形成开路和通路两种状态，从而触发按键信号指令。由于光学信号单向传输，输入端与输出端完全实现了电气隔离，搭载光轴技术的键鼠外设产品抗干扰能力强，工作稳定，无触点，使用寿命长。...', '中文名': '光轴', '技术原理': '光学原理和光耦合技术进行光感应', '常见问题': '双击、连击、无响应；手感变差', '优势': '光学感应，无触点，零磨损等', '起源': '传统机械键盘上的创新型微动开关'}, {'description': '光轴，是一种诞生于传统机械键盘上的创新型微动开关技术，通过替换传统机械轴开关结构内的触发金属拨片为红外线光学感应组件，利用光感应原理，产生不同等值的电阻，形成开路和通路两种状态，从而触发按键信号指令。由于光学信号单向传输，输入端与输出端完全实现了电气隔离，搭载光轴技术的键鼠外设产品抗干扰能力强，工作稳定，无触点，使用寿命长。...', '中文名': '光轴', '技术原理': '光学原理和光耦合技术进行光感应', '常见问题': '双击、连击、无响应；手感变差', '优势': '光学感应，无触点，零磨损等', '起源': '传统机械键盘上的创新型微动开关'}]",工业制造,电子元器件,1,0,1
166,"计算机电缆,电缆,光缆",水暖电工,工业制造,B2B,"['计算机电缆', ',', '电缆', ',', '光缆']","['工业制造', ['计算机电缆', '光缆'], 0, 0, '唯一筛选']",工业制造,"['计算机电缆', '光缆']",0,0,唯一筛选,"['计算机电缆', ',', '电缆', ',', '光缆']","['仪器仪表', ['计算机电缆', '电缆', '光缆'], 0, 0, '唯一dict']",仪器仪表,"['计算机电缆', '电缆', '光缆']",0,0,唯一dict,B2B,,,,,1,0,1
167,拉森钢板桩,建材服务,能源材料,B2B,"['拉森', '钢板', '桩']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,"['拉森', '钢板', '桩']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,B2B,,,,,1,1,1
168,景观长廊,建材服务,能源材料,B2B,"['景观', '长廊']","['能源材料', ['景观'], 0, 0, 0, '唯一dict']",能源材料,['景观'],0,0,唯一dict,"['景观', '长廊']","['农林牧副渔', ['景观'], 0, 0, '唯一dict']",农林牧副渔,['景观'],0,0,唯一dict,B2B,,,,,1,0,1
169,古建长廊,建材服务,能源材料,B2B,"['古建', '长廊']","['能源材料', ['古建'], 0, 0, 0, '唯一dict']",能源材料,['古建'],0,0,唯一dict,"['古建', '长廊']","['农林牧副渔', ['古建'], 0, 0, '唯一dict']",农林牧副渔,['古建'],0,0,唯一dict,B2B,,,,,1,0,1
170,户外凉亭,建材服务,能源材料,B2B,"['户外', '凉亭']","['能源材料', ['户外', '凉亭'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['户外', '凉亭']","['能源材料', '能源材料']",0,唯一筛选,"['户外', '凉亭']","['建材服务', ['户外', '凉亭'], 0, 0, '唯一dict']",建材服务,"['户外', '凉亭']",0,0,唯一dict,B2B,,,,,1,1,1
171,钢网箱,冶金矿产,工业制造,B2B,"['钢', '网箱']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['钢', '网箱']","['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,[],"[{'description': ''}, {'description': '钢，是对含碳量质量百分比介于0.02%至2.11%之间的铁碳合金的统称。钢的化学成分可以有很大变化，只含碳元素的钢称为碳素钢（碳钢）或普通钢；在实际生产中，钢往往根据用途的不同含有不同的合金元素，比如：锰、镍、钒等等。人类对钢的应用和研究历史相当悠久，但是直到19世纪贝氏炼钢法发明之前，钢的制取都是一项高成本低效率的工作。如今，钢以其低廉的价格、可靠的性能成为世界上使用最多的材料之一，是建筑业、制造业和人们日常生活中不可或缺的成分。可以说钢是现代社会的物质基础。...', '中文名': '钢', '外文名': 'Steel', '繁体字': '鋼', '种类': '金属', '金属种类': '合金', '合金种类': '碳铁合金', '含碳量': '0.0218%-2.11%[1]'}, {'description': '网箱，具有存放物品容量固定、堆放整洁、存放一目了然、便于库存清点等优点，同时也提高了仓储空间的有效利用率。此外，该产品坚固耐用、运输便捷、能重复使用，能有效降低仓储企业的人力消耗及包装成本。此产品不仅可以用于工厂生产车间，而且可以用于超市作为展示促销和仓储。经过改进的仓储笼可放于货架、流水线，也可堆垛：带轮子的仓储笼可在车间方便快捷周转，带有PVC板或铁板的仓储笼可防止小件漏掉。...', '中文名': '网箱', '外文名': 'Cage'}]",能源材料,建材服务,0,0,1
172,止水钢板,建材服务,能源材料,B2B,"['止水', '钢板']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,"['止水', '钢板']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,B2B,,,,,1,1,1
173,防腐木凉亭,建材服务,能源材料,B2B,"['防腐木', '凉亭']","['能源材料', ['防腐木', '凉亭'], 0, 0, '唯一筛选']",能源材料,"['防腐木', '凉亭']",0,0,唯一筛选,"['防腐木', '凉亭']","['建材服务', ['防腐木', '凉亭'], 0, 0, '唯一dict']",建材服务,"['防腐木', '凉亭']",0,0,唯一dict,B2B,,,,,1,1,1
174,古建凉亭,建材服务,能源材料,B2B,"['古建', '凉亭']","['能源材料', ['古建', '凉亭'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['古建', '凉亭']","['能源材料', '能源材料']",0,唯一筛选,"['古建', '凉亭']","['农林牧副渔', ['古建', '凉亭'], 0, 0, '唯一dict']",农林牧副渔,"['古建', '凉亭']",0,0,唯一dict,B2B,,,,,1,0,1
175,"汽车衡,皮带秤,洗车机",工业设备,工业制造,B2B,"['汽车衡', ',', '皮带秤', ',', '洗车机']","['车辆', ['车'], 0, 0, '优先级匹配']",工业制造,['车'],0,0,优先级匹配,"['汽车衡', ',', '皮带秤', ',', '洗车机']","['仪器仪表', ['汽车衡', '皮带秤'], 0, 0, '唯一dict']",仪器仪表,"['汽车衡', '皮带秤']",0,0,唯一dict,B2B,,,,,1,0,1
176,凉亭,建材服务,能源材料,B2B,['凉亭'],"['能源材料', ['凉亭'], 0, 0, 0, '唯一dict']",能源材料,['凉亭'],0,0,唯一dict,['凉亭'],"['建材服务', ['凉亭'], 0, 0, '唯一dict']",建材服务,['凉亭'],0,0,唯一dict,B2B,,,,,1,1,1
177,陶粒,建材服务,能源材料,B2B,['陶粒'],"['能源材料', ['陶粒'], 0, 0, 0, '唯一dict']",能源材料,['陶粒'],0,0,唯一dict,['陶粒'],"['建材服务', ['陶粒'], 0, 0, '唯一dict']",建材服务,['陶粒'],0,0,唯一dict,B2B,,,,,1,1,1
178,防撞桶,建材服务,能源材料,B2B,"['防撞', '桶']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['防撞', '桶']","['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,[],"[{'description': '防撞桶主要设置在公路及城市道路上容易发生汽车与路中固定设施发生碰撞的部位，如：路的转弯处，路中岗亭、收费站及高架路的进出口，停车场、小区、花园、加油站等等，起到隔离作用，防撞桶是用高弹性、高强度的改性塑料制成，当汽车与该设备碰撞时，能有效地减小冲击力，因此，能显著地降低车与人的损伤。 其表面贴有的反光膜，可以根据需要贴上指示标签 。...', '中文名': '防撞桶', '材 料': '进口PE树脂', '规格': '高950mm 直径900mm', '设计说明:': '摆设方便、抗冲击、耐老化', '主要适于': '桥头、路口、收费站、加油站', '标准': 'GB/T 28650-2012公路防撞桶'}, {'description': ''}, {'description': '桶，盛水或其他东西的器具，深度较大，用金属、木材或塑料等制成。桶是国际原油数量单位。一般来说，欧佩克和英美等西方国家原油数量单位通常用桶(bbl)来表示，而中国及俄罗斯等国则常用吨(t)作为原油数量单位。词组：木桶、水桶、马桶、油桶。...', '中文名': '桶', '部外笔画': '7', '拼音': 'tǒng[1]', '部首': '木', '例子': '水桶，木桶等', '词性·': '名词'}]",能源材料,建材服务,1,1,1
179,交通路锥,建材服务,能源材料,B2B,"['交通', '路', '锥']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['交通', '路', '锥']","['', '', '', 0, '交叉dict']",物业管理保安,,,0,交叉dict,B2B,"[['小板栗，桂林栲', '中华锥', '栲栗，米锥']]","[{'description': '路障，是阻挡道路交通的障碍物，可以指修路期间用作围栏的屏障，在重要建筑物门外防止恐怖袭击的油压保安路障，或大型示威中示威者临时建设的路障。...', '中文名': '路障', '外文名': 'Barricade'}, {'description': '交通，指从事旅客和货物运输及语言和图文传递的行业，包括运输和邮电两个方面，在国民经济中属于第三产业。运输有铁路、公路、水路、空路、管道五种方式，邮电包括邮政和电信两方面内容。“交通”一词的概念，最早可追溯至《易经》“天地交而万物通”之概念。...', '中文名': '交通', '外文名': 'traffic', '注音': 'ㄐㄧㄠ ㄊㄨㄙ[1]', '拼音': 'jiāo tōng', '含义': '各种运输和邮电事业的总称。', '出处': '《易经》', '释义': '往来通达，交往，勾结'}, {'description': '路 [lù] ，宋元时代行政区域名，始于宋代。宋代的路相当于明清的省，元代的路相当于明清的府。...', '中文名': '路', '含义': '宋元时代行政区', '起源': '始于宋代', '读音': '[lù]', '五笔': 'KHTK', '部首': '足', '释义': '1.道路。 2.路程。 3.（～儿）途径；门路。 4.条理。', '时期': '从7世纪初至13世纪后期'}, {'description': '锥（学名：Castanopsis chinensis Hance）是壳斗科锥属植物，乔木，高10-20米，胸径20-60厘米，树皮纵裂，片状脱落，枝、叶均无毛。叶厚纸质或近革质，披针形，稀卵形，顶部长尖。雄穗状花序或圆锥花序花序轴无毛，花被裂片内面被短柔毛。坚果圆锥形，无毛，或在顶部有稀疏伏毛，果脐在坚果底部。花期5-7月，果次年9-11月成熟。分布于中国广东、广西、贵州西南部（安龙）和云南东南部。生长于海拔1500米以下山地或平地杂木林中，有栽种，有时成小片纯。锥是中国广东南亚热带各地常绿阔叶林建群的优势种，也是一种速生，优质果材兼备树种。木材淡棕黄或淡灰黄色，纹较粗，材质坚实，为制作家具、建筑、农具等良材。种仁可榨油，出油率约20%，油可食用，种仁可酿酒、制酱油、作豆腐及糕点。树皮及壳斗可提取栲胶。（概述图参考来源：）...', '中文名': '锥', '学名': 'Castanopsis chinensisHance[1]', '别称': '栲栗，米锥、小板栗，桂林栲 、中华锥', '界': '植物界', '门': '被子植物门', '纲': '双子叶植物纲', '亚纲': '原始花被亚纲', '目': '山毛榉目', '科': '壳斗科', '属': '锥属', '种': '锥', '分布区域': '中国广东、广西、贵州、云南', '命名者及年代': 'Hance，1874'}]",能源材料,物业管理保安,1,0,1
180,透水砖,建材服务,能源材料,B2B,['透水砖'],"['能源材料', ['透水砖'], 0, 0, 0, '唯一dict']",能源材料,['透水砖'],0,0,唯一dict,['透水砖'],"['建材服务', ['透水砖'], 0, 0, '唯一dict']",建材服务,['透水砖'],0,0,唯一dict,B2B,,,,,1,1,1
181,螺旋钢管,建材服务,能源材料,B2B,['螺旋钢管'],"['能源材料', ['螺旋钢管'], 0, 0, 0, '唯一dict']",能源材料,['螺旋钢管'],0,0,唯一dict,['螺旋钢管'],"['建材服务', ['螺旋钢管'], 0, 0, '唯一dict']",建材服务,['螺旋钢管'],0,0,唯一dict,B2B,,,,,1,1,1
182,灌浆料,建材服务,能源材料,B2B,['灌浆料'],"['能源材料', ['灌浆料'], 0, 0, 0, '唯一dict']",能源材料,['灌浆料'],0,0,唯一dict,['灌浆料'],"['建材服务', ['灌浆料'], 0, 0, '唯一dict']",建材服务,['灌浆料'],0,0,唯一dict,B2B,,,,,1,1,1
183,eps线条,橡塑涂料,能源材料,B2B,"['EPS', '线条']","['能源材料', ['线条'], 0, 0, 0, '唯一dict']",能源材料,['线条'],0,0,唯一dict,"['EPS', '线条']","['建材服务', ['线条'], 0, 0, '唯一dict']",建材服务,['线条'],0,0,唯一dict,B2B,,,,,1,0,1
184,水稳拌合站,工业设备,工业制造,B2B,"['水稳', '拌合', '站']","['能源材料', ['拌合'], 0, 0, 0, '唯一dict']",能源材料,['拌合'],0,0,唯一dict,"['水稳', '拌合', '站']","['建材服务', ['拌合'], 0, 0, '唯一dict']",建材服务,['拌合'],0,0,唯一dict,B2B,,,,,0,0,1
